Frequency_GHz,Abs0deg,Abs10deg,Abs20deg
77.0200400802,9.3131388655959e-05,4.86560960125662e-05,4.86560960125662e-05
77.0260521042,9.39813826710215e-05,4.94363991378184e-05,4.94363991378184e-05
77.0320641283,9.59140233661206e-05,4.89091240870606e-05,4.89091240870606e-05
77.0380761523,9.88881599528994e-05,4.96959013643276e-05,4.96959013643276e-05
77.0440881764,0.000100941086733197,5.07507445319864e-05,5.07507445319864e-05
77.0501002004,0.000101056256252554,5.13684719570241e-05,5.13684719570241e-05
77.0561122244,0.000103232809704396,5.08275629747721e-05,5.08275629747721e-05
77.0621242485,0.000104092045495196,5.12353559642902e-05,5.12353559642902e-05
77.0681362725,0.000105965745217627,5.26496069354516e-05,5.26496069354516e-05
77.0741482966,0.000108942320625978,5.29304674399687e-05,5.29304674399687e-05
77.0801603206,0.000111658894124509,5.37287901287768e-05,5.37287901287768e-05
