"angle [deg]","Freq [GHz]","AbsorbanceTM []","AbsorbanceTE []"
40,76.68,0.00256288936119953,0.0024466607573278
40,76.71,0.00260931896730721,0.00245424868454458
40,76.74,0.00269504834627776,0.00246198632680517
40,76.77,0.00290511006589333,0.00246989052704472
40,76.8,0.00387047587792733,0.00247798087137918
40,76.83,0.965795985568987,0.0024862802718969
40,76.86,0.00319444692942639,0.00249481570790588
40,76.89,0.00257328320076855,0.00250361917960995
40,76.92,0.00248929460554259,0.00251272894876986
40,76.95,0.00247209796131731,0.00252219117247288
40,76.98,0.00247089547278134,0.00253206208305534
40,77.01,0.00247472470305432,0.0025424109383072
40,77.04,0.00248034527322405,0.00255332407693343
40,77.07,0.00248661479575107,0.00256491059066255
40,77.1,0.00249308744824539,0.00257731041142994
40,77.13,0.00249958090792168,0.00259070609368883
40,77.16,0.00250602159470192,0.00260534040500293
40,77.19,0.00251238335770876,0.00262154332999054
40,77.22,0.00251866130836176,0.00263977487670752
40,77.25,0.00252486005998909,0.0026606955125893
40,77.28,0.00253098828280296,0.0026852872690426
40,77.31,0.00253705619031708,0.00271507319226572
40,77.34,0.00254307447573476,0.00275254124727642
40,77.37,0.00254905406052108,0.00280203096375864
40,77.4,0.0025550064361276,0.0028717870773679
40,77.43,0.00256094446130861,0.00297940933376772
40,77.46,0.00256688029442997,0.00316937962367858
40,77.49,0.00257272602341563,0.00358898594784218
40,77.52,0.00249253214244494,0.00505968711679572
40,77.55,0.00258255423403031,0.0367156068607485
40,77.58,0.00258935125768966,0.00585898814751984
40,77.61,0.00259544428594094,0.00275995593124279
40,77.64,0.00260141083935539,0.00250610017576869
40,77.67,0.00260734271558261,0.00247182734919837
40,77.7,0.00261326910481752,0.00247779825056937
40,77.73,0.00261920343547595,0.00249307243421393
40,77.76,0.00262515362194304,0.00251012667299333
40,77.79,0.00263112520480502,0.00252686901997112
40,77.82,0.00263712254102177,0.00254274771998597
40,77.85,0.00264314932856224,0.00255769316976329
40,77.88,0.00264920886650555,0.00257178770340594
40,77.91,0.00265530419687532,0.00258515447612095
40,77.94,0.00266143818852849,0.00259791960253952
40,77.97,0.00266761359032153,0.00261020042633664
40,78,0.0026738330670586,0.00262210335972224
